0,79.5723530329
1,68.5358033756
2,68.5026867516
3,5.7563703033
4,6.13264457326
5,50.0948873287
6,50.6083775063
7,48.7158691118
8,31.5879559727
9,3.37872898649
10,50.7467506893
11,50.5372381716
12,54.8658662707
13,27.2468934513
14,7.83921042581
15,79.5723530329
16,37.5105275296
17,54.8658662707
18,15.2560653694
19,23.5741618724
20,30.6873061959
21,10.3986566568
22,39.009791696
23,20.761195615
24,7.24774354445
25,79.5723530329
26,68.6156436753
27,79.5723530329
28,5.41749284479
29,81.5081882489
30,39.994589264
31,21.3787028561
32,79.5723530329
33,65.3887727602
34,50.0948873287
35,38.5983525911
36,73.4531773858
37,88.0126524497
38,68.5358033756
39,79.5723530329
40,87.1426591607
41,81.5081882489
42,20.8522590659
43,82.618075722
44,22.6799883358
45,6.60514073827
46,48.9607005131
47,86.9342935837
48,79.8763362762
49,5.46356674212
50,82.618075722
51,87.4543107926
52,82.618075722
53,19.8162192493
54,83.9634114047
55,77.2931977923
56,79.5723530329
57,94.4612847234
58,39.009791696
59,32.6586314256
60,40.3670997543
61,32.6586314256
62,94.7332962382
63,59.7185847861
64,81.5081882489
65,23.4264268652
66,67.9565991861
67,31.7354207752
68,69.1424891632
69,49.9904697613
70,26.5842994603
71,68.698041168
72,69.355097126
73,19.5471509166
74,82.618075722
75,82.618075722
76,74.551790646
77,82.618075722
78,81.5081882489
79,50.0948873287
80,81.5081882489
81,88.1607882528
82,79.0838314231
83,78.1875258328
84,6.13264457326
85,69.0792269677
86,79.5723530329
87,50.7467506893
88,79.5723530329
89,50.0948873287
90,41.0179007453
91,31.7354207752
92,82.618075722
93,38.5983525911
94,84.8728171203
95,84.7019040333
96,82.618075722
97,31.6079610827
98,85.8110287312
99,20.7526061322
