0,47.9791660825
1,51.9700389688
2,40.9033343646
3,2.15444815813
4,3.04485057716
5,60.7059346127
6,50.101391823
7,41.561990935
8,11.8798776024
9,71.4263991692
10,57.6381828281
11,72.1795149923
12,55.1406718059
13,65.6308020039
14,1.11904854542
15,42.7559081616
16,63.0783704065
17,54.9247083343
18,67.7663370349
19,60.195802935
20,3.72896033841
21,0.631971695297
22,46.1413760931
23,71.3754530489
24,69.2992044772
25,52.7975549531
26,24.9804431912
27,56.794087107
28,5.77809615234
29,59.3725976089
30,60.1917276487
31,67.9722844944
32,45.3890106675
33,18.1576193213
34,59.6163305803
35,17.3128082636
36,44.707027826
37,25.0636226852
38,51.6281637912
39,58.4256845402
40,45.022471217
41,63.3576096414
42,70.064144402
43,42.7544938138
44,65.6862534431
45,70.4100390317
46,11.6512858217
47,18.4561672326
48,47.5256048517
49,4.5599582678
50,58.2224707327
51,46.449893278
52,54.8987514875
53,5.92368101634
54,33.2922313836
55,46.4504551249
56,54.9164930472
57,50.1005706179
58,48.6646778796
59,14.3831344324
60,57.0294617793
61,15.2265175686
62,39.6223963805
63,20.0433931841
64,63.8174563438
65,63.0933137306
66,72.6569604863
67,13.1517912618
68,39.5787518747
69,59.6709786337
70,53.6477215781
71,7.80411345274
72,42.4167165533
73,57.0307522901
74,56.7385334803
75,47.9705670521
76,53.6466563985
77,50.4555668245
78,61.1098800216
79,61.8359523806
80,62.4482624174
81,32.1957487577
82,26.4908934044
83,42.54179716
84,1.89579943552
85,32.1637643345
86,50.4675066982
87,57.720354376
88,58.7719520934
89,61.0047700467
90,40.6756868668
91,13.850793768
92,52.7825443254
93,16.8842777404
94,12.7547270224
95,40.2330485962
96,45.3839468305
97,12.69710414
98,44.7870881474
99,72.0365626777
