0,20.9277351742
1,0
2,41.5651084381
3,0
4,100
5,65.0118035008
6,100
7,88.4584985634
8,5.53597797506
9,28.8488261703
10,0
11,88.4584985634
12,58.8522973223
13,26.0632406478
14,100
15,52.7618625522
16,0
17,0
18,0
19,20.9277351742
20,42.3006283572
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,70.0403643485
29,58.8522973223
30,0
31,41.5651084381
32,41.5651084381
33,84.5959899302
34,20.9277351742
35,0
36,88.4584985634
37,20.9277351742
38,88.4584985634
39,20.9277351742
40,47.5786813939
41,20.9277351742
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,15.7445540159
51,0
52,0
53,70.0403643485
54,69.8934874003
55,88.4584985634
56,0
57,41.5651084381
58,0
59,88.4584985634
60,10.5613728576
61,60.4506944129
62,0
63,0
64,20.9277351742
65,0
66,52.7618625522
67,84.5959899302
68,45.4840497614
69,50.116115886
70,0
71,0
72,0
73,0
74,0
75,69.8934874003
76,20.9277351742
77,10.5613728576
78,0
79,0
80,0
81,20.9277351742
82,0
83,45.0659839526
84,69.8934874003
85,36.7699171663
86,0
87,5.53597797506
88,36.7699171663
89,100
90,70.0403643485
91,0
92,70.0403643485
93,41.5651084381
94,0
95,20.9277351742
96,0
97,0
98,0
99,5.53597797506
