0,34.493327363
1,54.7953920795
2,23.2582134178
3,4.50995509144
4,4.5073825642
5,54.7953920795
6,65.0515057713
7,38.0451612051
8,11.5658578514
9,69.4266066229
10,54.7953920795
11,69.4297943715
12,54.7953920795
13,69.0319590819
14,4.50995509144
15,32.2062905608
16,66.9808134268
17,54.7953920795
18,69.4020648156
19,65.1720478588
20,8.1685216603
21,4.5073825642
22,54.7953920795
23,69.4297943715
24,69.4020648156
25,57.3320391688
26,1.21152659063
27,62.8210868734
28,4.50995509144
29,62.9342930583
30,62.4814230182
31,69.4626710372
32,32.4980232681
33,4.50995509144
34,54.7953920795
35,13.6731505986
36,55.2116038194
37,8.1685216603
38,54.7953920795
39,63.8216403872
40,57.6215234112
41,62.9342930583
42,69.4297943715
43,54.3152753227
44,69.2275498176
45,69.4266066229
46,4.50995509144
47,8.1685216603
48,54.7953920795
49,4.50995509144
50,62.7929268491
51,48.11595974
52,60.0833572558
53,4.50995509144
54,48.3423681492
55,54.3880270146
56,61.9893597686
57,48.173340477
58,54.7953920795
59,11.5658578514
60,60.2116839872
61,13.6731505986
62,3.40549021446
63,13.6731505986
64,62.9342930583
65,68.0587073683
66,69.4297943715
67,11.5658578514
68,28.9731957882
69,54.7953920795
70,63.1905787773
71,8.1685216603
72,36.7716056824
73,63.5178391386
74,62.5178114842
75,41.3860561551
76,48.587955164
77,43.4060551167
78,62.9342930583
79,54.7953920795
80,62.9342930583
81,16.9865438576
82,25.05016497
83,62.7943724637
84,4.5073825642
85,15.9463582983
86,43.7770822046
87,54.7953920795
88,60.6040800205
89,54.7953920795
90,30.3936582338
91,11.5658578514
92,51.4015537931
93,11.2191516568
94,8.1685216603
95,59.3007523943
96,41.0801552536
97,11.5658578514
98,57.6215234112
99,69.4266066229
